-2.278809583931449764e-15,0.000000000000000000e+00,-9.737364765484532621e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.908962600149989759e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.137880041291523637e-16,1.292828716734843557e-15,0.000000000000000000e+00,2.220777027374452699e-15,5.245910623384337102e-16,-1.394986290008750924e-15,-1.406983241157187207e-15,1.827830608088420669e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.212906820745039367e-15,1.287837786851384406e-15,4.814342572197942774e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.309898336446149031e-15,-2.091985667744436332e-15,0.000000000000000000e+00,0.000000000000000000e+00,-9.750547774517361738e-16,0.000000000000000000e+00,-1.595884505647341810e-15,3.026133730162354919e-17,0.000000000000000000e+00,-2.033921770968390857e-15,0.000000000000000000e+00,0.000000000000000000e+00,-1.658161756061266989e-15,0.000000000000000000e+00,2.129931896748481733e-15,3.969364473934122164e-16,4.668763548948938209e-16,9.102468837589907649e-17,-9.179209228517759209e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.591122194172978992e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.060454778541245223e-16,-5.344156386749587297e-16,0.000000000000000000e+00,0.000000000000000000e+00,-1.286270140624253509e-15,6.692376611311889011e-16,-1.054204818295848608e-15,-2.407362503786814045e-15,0.000000000000000000e+00,4.084301881792855402e-18,0.000000000000000000e+00,-2.231000291531338477e-15,0.000000000000000000e+00,0.000000000000000000e+00,-1.110106239957553854e-15,3.177722452172128745e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.009518138248246377e-16,2.300866110119714932e-15,0.000000000000000000e+00,0.000000000000000000e+00,-6.008977723972910683e-16,1.758374012292686448e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.074053609674148370e-16,8.307951138971985880e-16,0.000000000000000000e+00,-1.721151043546477813e-15,0.000000000000000000e+00,-1.173630534628074176e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.259956331846450998e-16,-2.870475279538820196e-16,0.000000000000000000e+00,1.280039895659842910e-16,0.000000000000000000e+00,0.000000000000000000e+00,1.383378841667153611e-16,5.559348812768686535e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.536166265783658908e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.288063630638439809e-16,3.603315215311236018e-16,-8.318436612765606067e-17,1.628194392131899885e-16,0.000000000000000000e+00,-1.267628348353505249e-16,0.000000000000000000e+00,3.158254988066264753e-16,0.000000000000000000e+00,4.031637277425074257e-16,0.000000000000000000e+00,-6.490935897540361346e-17,-5.298498663914620339e-16,-8.187386719191074914e-17,-3.520677622185922409e-16,0.000000000000000000e+00,0.000000000000000000e+00,-3.852533219519336518e-16,0.000000000000000000e+00,0.000000000000000000e+00,-1.866211841450440357e-16,0.000000000000000000e+00,-4.801229972778854171e-16,0.000000000000000000e+00,0.000000000000000000e+00
1.882583375816131874e-16,1.086199209360454237e-68,1.473408022946795873e-78,-2.220446049250313081e-16
